"","X","original_title","original_language","adult","backdrop_path","homepage","id","imdb_id","rent_options","buy_options","flatrate_options","all_uniq_providers","All_providers_nos","Rent_providers_nos","Buy_providers_nos","Stream_providers_nos","poster_path","release_date","status","title","video","genre","production_companies","belongs_to_collection","spoken_languages","production_countries","keywords","director","moreThan1ProductionCountry","moreThan1Genre","moreThan1ProductionCompany","moreThan1Keyword","moreThan1Director","moreThanSpokenLanguage","release_d","release_year","taglinepresent","collectionyes","revenue","budget","runtime","popularity","vote_average","vote_count","review_count","cast_size","crew_size","release_month","Imdb_Rating","Imdb_vote_count","profit_factor","Target","directedByAPopular","belongs_to_topProfitProdComp","avg_coll_revenue.x","avg_coll_revenue.y","release_week","movies_released_same_week","belongs_to_topProfitGenres","avg_rev_by_crew_size","avg_rev_by_cast_size","cast_crew_ratio","holidaymonth","costPerCapita"
"2400",30424,"Mademoiselle de Joncquières","fr",FALSE,"/5OU2RfXlMDuwPMb8vXvSKWozFz0.jpg","",515911,"tt7530986","","","Netflix,","Netflix,",1,0,0,1,"/u0iF4m7q1Qe3UrQwsObz1VtzcUJ.jpg","9/12/2018","Released","Lady J",FALSE,"Drama ","Moby Dick Films ","","fr,","FR ","based on novel or book ","Emmanuel Mouret ",0,1,1,1,0,0,2018-09-12,"2018",1,0,4100000,50000,110,6.265,6.3,168,2,9,9,9,6.9,2384,8100,1,0,0,45072822.2708924,45072822.2708924,"37",121,1,35081845.7022901,50839762.6893617,1,0,2777.77777777778
"2401",30434,"Fireman Sam - Set for Action!","en",FALSE,"/jkXMZIoJxAKY3BQDIL2JGgshEWx.jpg","",550315,"tt9081188","","Amazon Video,","","Amazon Video",1,0,1,0,"/2atmRsuSA4tX6sbOEgFzquFWcCV.jpg","9/27/2018","Released","Fireman Sam - Set for Action!",FALSE,"Family ","DHX Media ","Fireman Sam Collection","en,","GB ","firefighting ","Clint Butler ",0,1,1,1,0,0,2018-09-27,"2018",0,1,1996326,500,62,6.177,6.5,4,2,11,4,9,4.5,100,399165.2,1,0,0,1996326,1996326,"39",152,1,28656711.7981439,41953455.826087,2.75,0,33.3333333333333
"2402",30465,"बधाई हो","hi",FALSE,"/tlef3Dp0bBefRrydyxje1ceBFUh.jpg","",547654,"tt7725596","","","Hotstar,","Hotstar",1,0,0,1,"/kvBp2QL4ba5tj4NSVkJJ1YvNUce.jpg","10/19/2018","Released","Badhaai Ho",FALSE,"Comedy ","Junglee Pictures ","","hi,","IN ","","Amit Sharma ",0,1,1,0,0,0,2018-10-19,"2018",0,0,39000000,4000000,125,5.889,7.4,81,4,8,31,10,8,27384,875,1,0,0,45072822.2708924,45072822.2708924,"42",155,1,109836366.285714,41345637.8576642,0.258064516129032,0,102564.102564103
"2403",30476,"신비아파트: 금빛 도깨비와 비밀의 동굴","ko",FALSE,"/ppXYDG0AIDQ17hIe6LCNykPHmzY.jpg","",535370,"tt8714776","","","","",0,0,0,0,"/4S25KX20RHMLAKtOaWRVB5eieaz.jpg","7/25/2018","Released","The Haunted House: The Secret of the Cave",FALSE,"Animation ","Cocktail Media ","","ko,","KR ","신비아파트 ","Kim Byeong-gab ",0,1,1,0,0,0,2018-07-25,"2018",0,0,18666,1700000,68,5.764,8.3,4,1,6,8,7,8.2,44,-98.902,0,0,0,45072822.2708924,45072822.2708924,"30",95,1,34810055.4709677,30748111.2213542,0.75,1,121428.571428571
"2404",30504,"若おかみは小学生！","ja",FALSE,"/yzG5c7NbQ1pTuOSktDUNQ9aCXdW.jpg","http://www.waka-okami.jp/movie/",521296,"tt8328740","Apple iTunes,Google Play Movies,Amazon Video,YouTube,FandangoNOW,Vudu,Microsoft Store,","Apple iTunes,Google Play Movies,Amazon Video,YouTube,FandangoNOW,Vudu,Microsoft Store,","Netflix,Hoopla,","Vudu, Google Play Movies, FandangoNOW, Hoopla, Netflix, Apple iTunes, Microsoft Store, YouTube, Amazon Video",9,7,7,2,"/lcgulcTrJ70MrFVMpFAK5F1PyYP.jpg","9/12/2018","Released","Okko's Inn",FALSE,"Animation ","Madhouse ","","ja,","JP ","anime ","Kitarou Kousaka ",0,1,1,0,0,0,2018-09-12,"2018",1,0,293385,20,94,5.549,7.2,59,1,12,6,9,7,1299,1466825,1,0,0,45072822.2708924,45072822.2708924,"37",121,1,36876511.0084034,31128940.8322581,2,0,1.11111111111111
"2405",30534,"Scotty and the Secret History of Hollywood","en",FALSE,"/vZenGRymxjPQuI6Q2UDK1fnuyyi.jpg","https://www.scottymovie.com/",469062,"tt2773246","Apple iTunes,Google Play Movies,Amazon Video,YouTube,FandangoNOW,Vudu,Microsoft Store,","Apple iTunes,Google Play Movies,Amazon Video,YouTube,FandangoNOW,Vudu,Microsoft Store,","Kanopy,","Vudu, Google Play Movies, FandangoNOW, Apple iTunes, Microsoft Store, YouTube, Kanopy, Amazon Video",8,7,7,1,"/iTkGCgpePz3PXM6WyaFMwMNm8dq.jpg","7/27/2018","Released","Scotty and the Secret History of Hollywood",FALSE,"Documentary ","Water's End Productions ","","en,","US ","lgbt ","Matt Tyrnauer ",0,0,0,0,0,0,2018-07-27,"2018",0,0,176236,2100000,98,5.35,6.4,23,1,7,57,7,6.6,1089,-91.6078095238095,0,0,0,45072822.2708924,45072822.2708924,"30",95,1,19729609.125,42580617.5681063,0.12280701754386,1,32812.5
"2406",30536,"Ray & Liz","en",FALSE,"/xun01wWCAFyHvo8rQhGuMXFvKe7.jpg","",500438,"tt6601502","Google Play Movies,Amazon Video,YouTube,FandangoNOW,Vudu,","Google Play Movies,Amazon Video,YouTube,FandangoNOW,Vudu,","Kanopy,","Vudu, Google Play Movies, FandangoNOW, YouTube, Kanopy, Amazon Video",6,5,5,1,"/ld0XmIdvHFuq4bGJIrSsHzAlLKk.jpg","10/6/2018","Released","Ray & Liz",FALSE,"Drama ","British Film Institute ","","en,","GB ","","Richard Billingham ",0,0,1,0,0,0,2018-10-06,"2018",0,0,1243177,601191,107,5.308,6.9,31,1,29,12,10,6.7,1255,106.785697058007,1,0,0,45072822.2708924,45072822.2708924,"40",162,1,46087796.1717791,50591763.1315789,2.41666666666667,0,14663.1951219512
"2407",30543,"Boar","en",FALSE,"/y6XY7t6ujijoA7xHpUGHxTsY5lS.jpg","https://ozpixent.com/portfolioitem/boar/",416724,"tt4158594","Apple iTunes,Google Play Movies,Amazon Video,YouTube,Vudu,Microsoft Store,","Apple iTunes,Google Play Movies,Amazon Video,YouTube,Vudu,Microsoft Store,","DIRECTV,Shudder,Sling TV,Shudder Amazon Channel,","Vudu, Google Play Movies, Shudder, Shudder Amazon Channel, DIRECTV, Sling TV, Apple iTunes, Microsoft Store, YouTube, Amazon Video",10,6,6,4,"/8wxEPJzfgO0jiaZVz2pFQvYoXqm.jpg","6/17/2018","Released","Boar",FALSE,"Horror ","Slaughter FX ","","en,de,","AU ","animal attack ","Chris Sun ",0,0,1,1,0,1,2018-06-17,"2018",1,0,13935410,2393600,96,5.219,5.2,47,1,19,36,6,5.1,2518,482.194602272727,1,0,0,45072822.2708924,45072822.2708924,"24",103,1,19625553.5357143,29326629.3125,0.527777777777778,1,43520
"2408",30546,"Гоголь. Страшная месть","ru",FALSE,"/ikoAT8M91GlfnDNr4wpBwPTVOHH.jpg","",479001,"tt8744094","","","","",0,0,0,0,"/x3CvYXM1WD8o8hMu8zbmAz7E8so.jpg","8/30/2018","Released","Gogol. A Terrible Vengeance",FALSE,"Mystery ","Sreda ","Gogol Collection","ru,","RU ","","Egor Baranov ",0,1,0,0,0,0,2018-08-30,"2018",1,1,7141571,6100000,106,5.213,7.4,36,5,15,5,8,6,840,17.0749344262295,1,0,0,7517560.33333333,7517560.33333333,"35",133,1,49369049.8661417,42519958.136646,3,0,305000
"2409",30563,"कारवाँ","hi",FALSE,"/5hAhfMlAk72zdbj3zrQFdcOpW11.jpg","",533237,"tt7919680","","","Amazon Prime Video,","Amazon Prime Video",1,0,0,1,"/1fHcVlFbBUqw7V99XLEgkWQ8qOD.jpg","8/3/2018","Released","Karwaan",FALSE,"Adventure ","RSVP Movies ","","hi,ml,","IN ","slice of life ","Akarsh Khurana ",0,1,0,0,0,1,2018-08-03,"2018",1,0,3489863,3038109,125,5.07,7,42,6,5,12,8,7.5,12795,14.8695784120978,1,0,0,45072822.2708924,45072822.2708924,"31",140,1,46087796.1717791,36882370.2920696,0.416666666666667,0,178712.294117647
"2410",30567,"無雙","cn",FALSE,"/pRi0LMO01N7Nz4XAwohZIF85XZi.jpg","",531384,"tt7183578","Apple iTunes,Amazon Video,","Apple iTunes,Amazon Video,","Amazon Prime Video,","Apple iTunes, Amazon Video, Amazon Prime Video",3,2,2,1,"/hM7PkXjn4Xr4t8laIsW40NRZtZo.jpg","9/30/2018","Released","Project Gutenberg",FALSE,"Action ","Noori Pictures ","","cn,zh,","CN ","","Felix Chong ",1,1,1,0,0,1,2018-09-30,"2018",0,0,121550750,38272500,130,5.065,6.9,35,2,16,12,9,6.9,3726,217.592919197857,1,0,0,45072822.2708924,45072822.2708924,"39",152,1,46087796.1717791,40402872.3565217,1.33333333333333,0,1366875
"2411",30590,"In Like Flynn","en",FALSE,"/tR5q64eudIqq7UZ4QdIxYG6zmgj.jpg","https://www.umbrellaentfilms.com.au/movie/in-like-flynn",534094,"tt5303442","Apple iTunes,Google Play Movies,Amazon Video,YouTube,Vudu,Microsoft Store,Redbox,","Apple iTunes,Google Play Movies,Amazon Video,YouTube,Vudu,Microsoft Store,Redbox,","Hoopla,","Vudu, Google Play Movies, Hoopla, Apple iTunes, Microsoft Store, Redbox, YouTube, Amazon Video",8,7,7,1,"/oPMEpcDlZVGa8xBhUUHteaPrvHw.jpg","7/7/2018","Released","In Like Flynn",FALSE,"Comedy ","ILF AU Productions ","","cn,en,el,","AU ","male friendship ","Russell Mulcahy ",1,1,0,1,0,1,2018-07-07,"2018",1,0,17133446,20000000,95,4.927,5.4,23,4,28,54,7,5.2,874,-14.33277,0,0,0,45072822.2708924,45072822.2708924,"27",79,1,24646993.8461538,78775716.6341463,0.518518518518518,1,243902.43902439
"2412",30622,"The Necromancer","en",FALSE,"/yFxbWSinYR9Hun94M7NEX6q8VrQ.jpg","",556452,"tt7240478","","","","",0,0,0,0,"/qHvNh8mYMIyXKgFKYprLY9RrMHa.jpg","10/26/2018","Released","The Necromancer",FALSE,"Horror ","Stronghold ","","en,","GB ","forest ","Stuart Brennan ",0,0,0,1,0,0,2018-10-26,"2018",1,0,7841,80,88,4.797,3.8,6,3,17,14,10,5.4,1257,9701.25,1,0,0,45072822.2708924,45072822.2708924,"43",148,1,42764473.1428571,32079926.9333333,1.21428571428571,0,2.58064516129032
"2413",30638,"Донбас","uk",FALSE,"/sesIy1vPnT7wwCuZG95iuJN9IFv.jpg","http://inter.pyramidefilms.com/pyramidefilms-international-catalogue/donbass.html",519187,"tt8282042","","","","",0,0,0,0,"/egjOYURjYL1VzwOCgm9cUjWX6FF.jpg","8/30/2018","Released","Donbass",FALSE,"Drama ","Arthouse Traffic ","","en,ru,uk,","FR ","black humor ","Sergey Loznitsa ",1,1,1,1,0,1,2018-08-30,"2018",0,0,7154,55000,122,4.727,6.8,33,1,40,32,8,6.6,3063,-86.9927272727273,0,0,0,45072822.2708924,45072822.2708924,"35",133,1,59024426.3461538,107468325.933333,1.25,0,763.888888888889
"2414",30652,"Karen Doesn't Dream","en",FALSE,"/j0sz6oLV0E7CubjZK1VgFse1b9V.jpg","https://psu.tv/karendoesntdream/",598983,"tt8147680","","","","",0,0,0,0,"/kSkphE7Ly7aNjKg8CU1aPhliw7Q.jpg","10/27/2018","Released","Karen Doesn't Dream",FALSE,"Drama ","PSU Television ","","en,","US ","","Zach Huckaby ",0,1,0,0,0,0,2018-10-27,"2018",1,0,1725841,50000,107,4.617,5,4,7,7,10,10,5.9,52,3351.682,1,0,0,45072822.2708924,45072822.2708924,"43",148,1,54533781.5637066,42580617.5681063,0.7,0,2941.17647058824
"2415",30656,"Müslüm","tr",FALSE,"/rCrHecGOWgWxtGRqQUBMfrFOcSC.jpg","",528372,"tt7832124","","","","",0,0,0,0,"/dIch8jCvnzzbuJzWsII5Nvcen36.jpg","10/26/2018","Released","Muslum",FALSE,"Drama ","Dijital Sanatlar Production ","","tr,","TR ","","Can Ulkay ",0,1,0,0,0,0,2018-10-26,"2018",0,0,14701918,4400000,136,4.594,7.2,55,2,21,14,10,7.8,15153,234.1345,1,0,0,45072822.2708924,45072822.2708924,"43",148,1,42764473.1428571,24062060.3968254,1.5,0,125714.285714286
"2416",30665,"Rafiki","sw",FALSE,"/Ac01i1qYXviu7q84OmwPrb4J6Wp.jpg","http://www.mpmfilm.com/rafiki-2/",517987,"tt8286894","Apple iTunes,Amazon Video,FandangoNOW,Vudu,","Apple iTunes,Amazon Video,FandangoNOW,Vudu,","Hoopla,Criterion Channel,Kanopy,TCM,","Vudu, FandangoNOW, Hoopla, TCM, Apple iTunes, Criterion Channel, Kanopy, Amazon Video",8,4,4,4,"/letzgJyVmYYahcYNCYhzn75TyyE.jpg","9/26/2018","Released","Rafiki",FALSE,"Drama ","Ape&Bjørn ","","en,sw,","KE ","black lgbt ","Wanuri Kahiu ",1,1,1,0,0,1,2018-09-26,"2018",0,0,181316,2000000,82,4.559,7.1,79,1,14,34,9,6.7,2090,-90.9342,0,0,0,45072822.2708924,45072822.2708924,"39",152,1,73020014.8,37385123.7767857,0.411764705882353,0,41666.6666666667
"2417",30666,"How to Kill 14 People Without Saying a Word","en",FALSE,"","",604267,"tt8964896","","","","",0,0,0,0,"/o5LseNrCXoFtwtM7ojEumh19OGZ.jpg","10/27/2018","Released","How to Kill 14 People Without Saying a Word",FALSE,"Documentary ","","","","US ","","Nick Stumphauzer ",0,1,0,0,0,0,2018-10-27,"2018",0,0,3168000,5000,68,4.556,9,1,1,14,7,10,6.2,330,63260,1,0,0,45072822.2708924,45072822.2708924,"43",148,1,50747392.8125,37385123.7767857,2,0,238.095238095238
"2418",30667,"상류사회","ko",FALSE,"/jHrMfDXIvK73n239R2hAGRTFN0R.jpg","",543753,"tt8865580","","","Netflix,","Netflix,",1,0,0,1,"/jiNYN0LDfBllYAYOkT4NJPaOvuH.jpg","8/29/2018","Released","High Society",FALSE,"Drama ","Hive Media Corp ","","ko,","KR ","","Byun Hyuk ",0,0,1,0,0,0,2018-08-29,"2018",1,0,4300000,7,119,4.535,5.8,20,1,15,20,8,5.4,612,61428471.4285714,1,0,0,45072822.2708924,45072822.2708924,"35",133,1,29996072.7848101,42519958.136646,0.75,0,0.2
"2419",30693,"Wheely","en",FALSE,"/eP4FHnXyDmIsYKY6wMedaIovCgg.jpg","https://www.wheelythemovie.com",488397,"tt6157970","Apple iTunes,Google Play Movies,Amazon Video,YouTube,Vudu,Microsoft Store,","Apple iTunes,Google Play Movies,Amazon Video,YouTube,Vudu,Microsoft Store,","Hoopla,Starz,DIRECTV,","Vudu, Google Play Movies, Hoopla, DIRECTV, Starz, Apple iTunes, Microsoft Store, YouTube, Amazon Video",9,6,6,3,"/pGSTQVLfzro5OIuB5u0cQnQq6Xz.jpg","8/16/2018","Released","Wheely",FALSE,"Family ","KRU Studios ","","en,lt,","MY ","supermodel ","Yusry Abdul Halim ",0,1,0,1,0,1,2018-08-16,"2018",1,0,44922302,20000000,90,4.348,5.9,7,3,11,6,8,4.1,522,124.61151,1,0,0,45072822.2708924,45072822.2708924,"33",95,1,36876511.0084034,41953455.826087,1.83333333333333,0,1176470.58823529
"2420",30696,"The Perfect Host: A Southern Gothic Tale","en",FALSE,"/AepWetTuD3Wb99CaGqJwa2ljeDd.jpg","http://www.FabledMotionPictures.com",499921,"tt3142428","Amazon Video,","Amazon Video,","","Amazon Video",1,1,1,0,"/6S2D0feoTjokNSbB8g0bHnooZwm.jpg","8/22/2018","Released","The Perfect Host: A Southern Gothic Tale",FALSE,"Horror ","Fabled Motion Pictures ","","en,","NZ ","bar ","Derrick Sims ",1,1,0,1,0,0,2018-08-22,"2018",0,0,1000,107000,95,4.334,6,5,3,8,19,8,4.1,140,-99.0654205607477,0,0,0,45072822.2708924,45072822.2708924,"34",115,1,22400077.3820225,41345637.8576642,0.421052631578947,0,3962.96296296296
"2421",30707,"Leap","en",FALSE,"/1Y7AgqM2Nf3HlZQkgY0Vs7PmibQ.jpg","https://coachingmovie.com/",604775,"tt5365066","Apple iTunes,Google Play Movies,Amazon Video,YouTube,FandangoNOW,Vudu,","Apple iTunes,Google Play Movies,Amazon Video,YouTube,FandangoNOW,Vudu,","Amazon Prime Video,Hoopla,","Vudu, Google Play Movies, Amazon Prime Video, FandangoNOW, Hoopla, Apple iTunes, YouTube, Amazon Video",8,6,6,2,"/BeNYK3vnZwZEmMmjSAT7rEqrGz.jpg","10/16/2018","Released","Leap",FALSE,"Documentary ","New Vision Films ","","en,","US ","transformation ","Patryk Wezowski ",0,1,0,1,0,0,2018-10-16,"2018",1,0,1401422,1000000,95,4.289,6.6,0,1,13,7,10,5.7,117,40.1422,1,0,0,45072822.2708924,45072822.2708924,"42",155,1,50747392.8125,50850760.6036585,1.85714285714286,0,50000
"2422",30715,"Brothers' Nest","en",FALSE,"/tguW0wGvYMNzsHmJIZafDE8pLsj.jpg","http://www.brothersnest.com",503755,"tt7263664","Apple iTunes,Google Play Movies,Amazon Video,YouTube,FandangoNOW,Vudu,Microsoft Store,","Apple iTunes,Google Play Movies,Amazon Video,YouTube,FandangoNOW,Vudu,Microsoft Store,","Amazon Prime Video,","Vudu, Google Play Movies, Amazon Prime Video, FandangoNOW, Apple iTunes, Microsoft Store, YouTube, Amazon Video",8,7,7,1,"/b2k7IdRHHuD2HZPZMWsZzRFUHoA.jpg","6/21/2018","Released","Brothers' Nest",FALSE,"Thriller ","Label ","","en,","AU ","inheritance ","Clayton Jacobson ",0,1,1,1,0,0,2018-06-21,"2018",0,0,226945087,1403910,98,4.241,6.8,24,1,5,12,6,6.4,1163,16065.2162175638,1,0,0,45072822.2708924,45072822.2708924,"25",120,1,46087796.1717791,36882370.2920696,0.416666666666667,1,82582.9411764706
"2423",30727,"Mandy the Haunted Doll","en",FALSE,"/9loolo3Jkpwlgu5eyGf6xwi7fWN.jpg","https://www.proportionproductions.com/legend-of-mandy-the-doll-2018",547681,"tt6592124","Amazon Video,Vudu,","Amazon Video,Vudu,","Amazon Prime Video,","Vudu, Amazon Prime Video, Amazon Video",3,2,2,1,"/mFRKNQrwNRfRPjZHtW11Kac53HC.jpg","6/19/2018","Released","Mandy the Haunted Doll",FALSE,"Horror ","Millman Productions ","","en,","GB ","manor ","Jamie Weston ",0,0,1,1,0,0,2018-06-19,"2018",1,0,6890000,314701,74,4.184,4.5,4,1,5,3,6,2.5,218,2089.37976047105,1,0,0,45072822.2708924,45072822.2708924,"25",120,1,29673379.7792208,36882370.2920696,1.66666666666667,1,39337.625
"2424",30738,"La casa lobo","es",FALSE,"/u4CVC9VVpbfxxFqf8fcaPVegUmZ.jpg","http://diluvio.cl/projects/la-casa-lobo/",499537,"tt8173728","Google Play Movies,Amazon Video,YouTube,FandangoNOW,Vudu,Microsoft Store,","Google Play Movies,Amazon Video,YouTube,FandangoNOW,Vudu,Microsoft Store,","","Vudu, Google Play Movies, FandangoNOW, Microsoft Store, YouTube, Amazon Video",6,6,6,0,"/WkqlMUpC9f5dFCZIxmQSvs6MAI.jpg","9/26/2018","Released","The Wolf House",FALSE,"Animation ","Dilúvio ","","es,de,","CL ","germany ","Joaquín Cociña ",1,1,1,1,0,1,2018-09-26,"2018",1,0,500732,245000,75,4.155,7.7,23,1,6,17,9,7.6,1027,104.380408163265,1,0,0,45072822.2708924,45072822.2708924,"39",152,1,32851298.0943396,30748111.2213542,0.352941176470588,0,10652.1739130435
"2425",30740,"Lake Fear 3","en",FALSE,"/otMHyiXpL7UBhGYIGipbW69tYvp.jpg","http://www.mgifilms.com/lakefear3",561927,"tt7983348","Google Play Movies,Amazon Video,YouTube,FandangoNOW,Vudu,","Google Play Movies,Amazon Video,YouTube,FandangoNOW,Vudu,","Amazon Prime Video,","Vudu, Google Play Movies, Amazon Prime Video, FandangoNOW, YouTube, Amazon Video",6,5,5,1,"/gOZeO0pRPcQ3QTBrEo2mGYzym9s.jpg","10/2/2018","Released","Lake Fear 3",FALSE,"Horror ","MGI Films ","Lake Fear Collection","en,","US ","cabin ","Michael Crum ",0,1,1,1,0,0,2018-10-02,"2018",1,1,40120144,30000,79,4.153,9.7,3,1,6,2,10,2.2,133,133633.813333333,1,0,0,40120144,40120144,"40",162,1,56027727.4550265,30748111.2213542,3,0,3750
"2426",30746,"Cuernavaca","es",FALSE,"/a6QjoHA85pPTf9Hj5PHE3Vzud8r.jpg","",349064,"tt4599584","Apple iTunes,Google Play Movies,Amazon Video,YouTube,","Apple iTunes,Google Play Movies,Amazon Video,YouTube,","Amazon Prime Video,","Google Play Movies, Amazon Prime Video, Apple iTunes, YouTube, Amazon Video",5,4,4,1,"/yDq6KFaeHQE9jFXZfm9JXKZT2sp.jpg","9/7/2018","Released","Seeds",FALSE,"Drama ","Cinema Máquina ","","es,","MX ","","Alejandro Andrade ",0,0,1,0,0,0,2018-09-07,"2018",0,0,14800000,2000000,88,4.116,5.6,5,1,10,8,9,5.4,236,640,1,0,0,45072822.2708924,45072822.2708924,"36",137,1,34810055.4709677,43051420.0570175,1.25,0,111111.111111111
"2427",30754,"昨日青空","zh",FALSE,"/94uMWewXY548b88GpKoLaajxMb5.jpg","",512788,"tt8161726","","","","",0,0,0,0,"/bBGlQXZ0ot3IrlnBANeRgnpK2NZ.jpg","7/21/2018","Released","Crystal Sky of Yesterday",FALSE,"Animation ","Beijing Enlight Pictures ","","zh,","CN ","","Chao Xi ",0,1,1,0,0,0,2018-07-21,"2018",0,0,12061164,10000,82,4.073,7,2,7,3,3,7,6.5,155,120511.64,1,0,0,45072822.2708924,45072822.2708924,"29",83,1,29673379.7792208,46409225.8003328,1,1,1666.66666666667
"2428",30775,"Lilith","en",FALSE,"","",565964,"tt6922804","","","","",0,0,0,0,"/gXJjYNtWhLARZxq0BJWGPPKRkbD.jpg","7/18/2018","Released","Lilith",FALSE,"Horror ","TiberiusFilm ","","en,","US ","","Alexander T. Hwang ",0,0,0,0,0,0,2018-07-18,"2018",1,0,209221331,320000,90,3.998,4.6,4,1,6,3,7,3,121,65281.6659375,1,0,0,45072822.2708924,45072822.2708924,"29",83,1,29673379.7792208,30748111.2213542,2,1,35555.5555555556
"2429",30776,"Sauerkrautkoma","de",FALSE,"/4goszN8vqUAIiHFQZmMz6PfrxF2.jpg","",526997,"tt8500060","","","","",0,0,0,0,"/z8w9wf8Lkc2bUUOwKTEv7IXxgek.jpg","8/9/2018","Released","Sauerkraut Coma",FALSE,"Crime ","Constantin Film ","Eberhofer-Krimi Collection","de,","DE ","","Ed Herzog ",0,1,0,0,0,0,2018-08-09,"2018",0,1,8900000,10000000,97,3.997,7.6,29,4,25,64,8,6.8,1063,-11,0,0,0,8900000,8900000,"32",103,1,29116578.7142857,48732162.3714286,0.390625,0,112359.550561798
"2430",30788,"Spitfire","en",FALSE,"/l1t5PYnOUNkdZbtetPDDB5ZMV5r.jpg","http://www.spitfiredocumentary.com/",524377,"tt5913184","Apple iTunes,Google Play Movies,Amazon Video,YouTube,Vudu,","Apple iTunes,Google Play Movies,Amazon Video,YouTube,Vudu,","Netflix,Curiosity Stream,","Vudu, Google Play Movies, Netflix, Apple iTunes, Curiosity Stream, YouTube, Amazon Video",7,5,5,2,"/qUVBuF3TNO77GxZQZMq2l99jCwd.jpg","7/20/2018","Released","Spitfire",FALSE,"Documentary ","British Film Company ","","en,","GB ","world war ii ","Ant Palmer ",0,1,1,1,0,0,2018-07-20,"2018",1,0,7856,1050000,99,3.937,7,14,2,3,16,7,7.5,945,-99.2518095238095,0,0,0,45072822.2708924,45072822.2708924,"29",83,1,68801771.7606838,46409225.8003328,0.1875,1,55263.1578947368
"2431",30792,"The Curse of Lilith Ratchet","en",FALSE,"/l5xxnO7w2E9wzmW21709YcdNZZN.jpg","",610261,"tt7358686","Amazon Video,","Amazon Video,","","Amazon Video",1,1,1,0,"/zMsbISl5Mbqqxtadia7dqGcXJXW.jpg","10/28/2018","Released","The Curse of Lilith Ratchet",FALSE,"Horror ","Fright Teck Pictures ","","en,","US ","","Eddie Lengyel ",0,0,0,0,0,0,2018-10-28,"2018",0,0,312381,15000,105,3.92,5,6,1,5,2,10,2.9,189,1982.54,1,0,0,45072822.2708924,45072822.2708924,"43",148,1,56027727.4550265,36882370.2920696,2.5,0,2142.85714285714
"2432",30843,"Una storia senza nome","it",FALSE,"/jhWeggfm3TZlwwZvKORlzs5jDIW.jpg","",536070,"tt7238112","","","","",0,0,0,0,"/bAY1stNlLCvsTrRgr9PBnXKUpEB.jpg","9/20/2018","Released","The Stolen Caravaggio",FALSE,"Drama ","BiBi Film ","","en,it,","IT ","","Roberto Andò ",0,0,1,0,0,1,2018-09-20,"2018",0,0,216556,3000000,110,3.757,6.1,69,2,20,14,9,5.8,491,-92.7814666666667,0,0,0,45072822.2708924,45072822.2708924,"38",124,1,42764473.1428571,56641579.1058824,1.42857142857143,0,88235.2941176471
"2433",30861,"Sense8: Amor Vincit Omnia","en",FALSE,"/6vdo2SAMPGe7dSQUxanBdsno4Yz.jpg","",741401,"tt7083044","","","","",0,0,0,0,"/t6pL7n7CbiYWTR31227iicuONus.jpg","6/8/2018","Released","Sense8: Amor Vincit Omnia",FALSE,"Science Fiction ","","","en,","","","Lana Wachowski ",0,1,0,0,0,0,2018-06-08,"2018",1,0,65000,9000000,152,3.706,8.5,8,2,9,8,6,9,4436,-99.2777777777778,0,0,0,45072822.2708924,45072822.2708924,"23",119,1,34810055.4709677,50839762.6893617,1.125,1,529411.764705882
"2434",30863,"Peter Pan: The Quest for the Never Book","en",FALSE,"/67eGUVpD2wkDjI4xhG7YyVfzdUE.jpg","http://www.dqentertainment.com/website/onepagers/peterpan-movie/",557181,"tt8774622","","","Amazon Prime Video,","Amazon Prime Video",1,0,0,1,"/w5fyfHCi2rgJoVH772tZKfrkhpW.jpg","8/23/2018","Released","Peter Pan: The Quest for the Never Book",FALSE,"Animation ","","","en,uk,","IE ","","Chandrasekaran ",0,1,0,0,0,1,2018-08-23,"2018",0,0,1400000,8000000,90,3.703,8.2,9,6,5,2,8,4.6,76,-82.5,0,0,0,45072822.2708924,45072822.2708924,"34",115,1,56027727.4550265,36882370.2920696,2.5,0,1142857.14285714
"2435",30867,"미쓰백","ko",FALSE,"/9peOXkdBBgrF2tXEgziMSol2EdF.jpg","",544814,"tt6479534","Amazon Video,","Amazon Video,","Amazon Prime Video,Rakuten Viki,","Amazon Prime Video, Amazon Video, Rakuten Viki",3,1,1,2,"/6I6Z8cd5iWNl4uhj3ef8S7h1MfJ.jpg","10/11/2018","Released","Miss Baek",FALSE,"Drama ","Bae Pictures ","","ko,","KR ","based on a true story ","Lee Ji-won ",0,1,1,1,0,0,2018-10-11,"2018",1,0,5400000,1000000,98,3.685,7.8,25,5,12,18,10,6.6,793,440,1,0,0,45072822.2708924,45072822.2708924,"41",160,1,48020467.4356436,31128940.8322581,0.666666666666667,0,33333.3333333333
"2436",30872,"वीरे दी वेडिंग","hi",FALSE,"/mw6dJymfd3jPscjtSvgwDXfe8XV.jpg","",483189,"tt5842616","","","","",0,0,0,0,"/yeXnYRRQE2MT7s04uUfKS696cqi.jpg","6/1/2018","Released","Veere Di Wedding",FALSE,"Drama ","Anil Kapoor Film Company ","","hi,","IN ","","Shashanka Ghosh ",0,1,1,0,0,0,2018-06-01,"2018",0,0,19700000,6800000,135,3.672,5,22,1,13,31,6,3.2,11649,189.705882352941,1,0,0,45072822.2708924,45072822.2708924,"22",112,1,109836366.285714,50850760.6036585,0.419354838709677,1,154545.454545455
