,X,original_title,original_language,adult,budget,backdrop_path,homepage,id,imdb_id,Imdb_Rating,Imdb_vote_count,popularity,poster_path,release_date,revenue,runtime,status,tagline,title,video,vote_average,vote_count,genre,production_companies,belongs_to_collection,spoken_languages,production_countries,review_count,keywords,cast_size,crew_size,director,moreThan1ProductionCountry,moreThan1Genre,moreThan1ProductionCompany,moreThan1Keyword,moreThan1Director,moreThanSpokenLanguage
32395,32395,Presentation,en,FALSE,10000,/tk2GgHChaxIBjx600zFHHUoY8nt.jpg,https://www.daniellekampf.com/presentation,555121,tt7865966,6.3,19,1.035,/hX5Z65gFPZXXViSnRjGXHMzDKts.jpg,10/8/2018,0,12,Released,,Presentation,FALSE,5.5,2,Drama ,,,"en,",US ,0,woman director ,7,16,Danielle Kampf ,0,0,0,1,0,0
32406,32406,Il Mangiatore di Pietre,it,FALSE,2600000,/A3SOabpPovbumjXO1dr4g6MnpYR.jpg,https://cineworxfilmproduktion.ch/movie/il-mangiatore-di-pietre/,551369,tt6326642,6,69,1.014,/v19z3cpLzUiPt1ZbYeWCmPMnSNQ.jpg,9/30/2018,0,109,Released,,The Stone Eater,FALSE,6.3,3,Drama ,,,"fr,it,",IT ,0,,5,8,Nicola Bellucci ,1,1,0,0,0,1
32410,32410,El Contratista,es,FALSE,1200000,,,673871,tt6060190,4.8,22,1.012,/mF94urK8492nQJTPZwW7sHDhfvb.jpg,10/27/2018,0,100,Released,,The Contractor,FALSE,5,1,Action ,,,"es,",MX ,0,,5,2,JoJo Henrickson ,0,1,0,0,0,0
32417,32417,Puluboin ja Ponin leffa,fi,FALSE,1500000,/hEPhRElal2o7rJ2wqOzYyoas3DW.jpg,http://puluboinjaponinleffa.fi/,489136,tt6591652,4.2,57,1.008,/j065CQvEsbMI25CS3xeBIMP3sqQ.jpg,8/3/2018,0,72,Released,,Pony and Birdboy,FALSE,9.5,2,Comedy ,Citizen Jane Productions Oy ,,"fi,",FI ,0,based on children's book ,25,11,Mari Rantasila ,0,1,0,0,0,0
32436,32436,Bar Wrestling 21: Breastlemania,en,FALSE,8799,/yPbLv5ZKcUUN4hNRJOUZBiIizGW.jpg,https://barwrestling.pivotshare.com/home,599282,tt9876312,6.8,5,0.986,/jntkAcrjChif5DyYzGgSG19NmYb.jpg,10/17/2018,44566,86,Released,,Bar Wrestling 21: Breastlemania,FALSE,9,2,Action ,Bar Wrestling ,,"en,",US ,0,wrestling ,26,1,Kaori Tanimoto ,0,1,0,1,0,0
32444,32444,Masters in Crime,en,FALSE,10000,/qsDJ4u62odCcrDh8owh7uYZpy0K.jpg,https://www.youtube.com/fountainepictures,573926,tt4630404,7.7,18,0.981,/uL6hxDGF14yqwrLTD9nMRHdGrc3.jpg,9/21/2018,0,17,Released,Some crimes are born of ambition,Masters in Crime,FALSE,7,3,Crime ,Fountaine Pictures ,,"en,",CA ,0,robbery ,5,7,Devin Knowles ,0,1,0,1,0,0
32448,32448,Groove Street,en,FALSE,15000000,,,541580,tt4360828,,,0.979,/mi3M7Sj6eKBncBw1afDByAwLugz.jpg,6/8/2018,0,90,Released,,Groove Street,FALSE,0,0,Action ,Cannon Group ,,"en,",US ,0,dance instructor ,17,7,Gabriel Koura ,0,0,0,0,0,0
32464,32464,Dual Mania,en,FALSE,2500000,,http://www.dualmaniamovie.com,440528,tt5596336,6.7,14,0.971,/2eS3B29W6gNNcUy3POyUhAdri7X.jpg,9/17/2018,0,77,Released,A dangerous game is about to begin...,Dual Mania,FALSE,10,2,Thriller ,Vital Vision Productions ,,"en,",US ,3,schizophrenia ,60,64,Joseph Strickland ,0,0,0,1,0,0
32479,32479,Safari: Match Me If You Can,de,FALSE,2000000,/w58GL4CNgIPPFqhTGJo9Qmhq2jV.jpg,,485880,tt7331414,4.5,141,0.955,/cCPbU26CO0NRYFvAQKSwWKWgzKV.jpg,8/30/2018,0,104,Released,,Safari: Match Me If You Can,FALSE,5,12,Comedy ,,,"de,",DE ,0,,9,1,Rudi Gaul ,0,0,0,0,0,0
32480,32480,La gran promesa,es,FALSE,4000000,/aff5XoMaqRu77te3uylJ9s2jKAA.jpg,http://www.ficg.mx/32/index.php/es/lif/961-la-gran-promesa,446051,tt6487690,5.9,94,0.955,/nabz8p29EIVy4HiQ8HHnwqD4gsF.jpg,10/5/2018,0,120,Released,,The Big Promise,FALSE,5,3,,Cinetopia Medienservice ,,"de,bs,es,en,",MX ,0,,4,6,Jorge Ramírez Suárez ,0,0,1,0,0,1
32482,32482,Dog Days,en,FALSE,0,,,613795,tt9109228,,,0.953,,10/13/2018,17,NA,Released,,Dog Days,FALSE,0,0,Comedy ,Capsule Vision ,,"en,",US ,0,,21,6,Fabrizio Guido ,0,0,0,0,0,0
32494,32494,8 Ball Clown,en,FALSE,50000,,,596795,tt6704038,2.9,65,0.945,/wCOgANjoFbGEj2WPSKmPG6snEMb.jpg,9/1/2018,0,96,Released,,8 Ball Clown,FALSE,0,0,Horror ,,,"en,",,0,,1,1,Alexander Shell ,0,0,0,0,0,0
32510,32510,Sasquatch Hunters,en,FALSE,1000000,,,604118,tt8164012,3.8,12,0.937,/tEfkipX7WAt3pAtBS49rv4g3uVN.jpg,6/18/2018,0,70,Released,"Documentary of people who investigate ""bigfoot' phenomena",Sasquatch Hunters,FALSE,0,0,Documentary ,,,,,0,,0,0,Hideaki Iwami ,0,0,0,0,0,0
32527,32527,Pat & Mat znovu v akci,cs,FALSE,0,/2uw5B5KKImSzJ4Uy2MSgDt0kTP0.jpg,,533964,tt9574822,6.9,15,0.929,/DuucOdz7x2x7swi07RpSDC6OJm.jpg,6/7/2018,409198,75,Released,,Pat & Mat Back in Action,FALSE,7,2,Animation ,Patmat film ,,"cs,xx,",CZ ,0,stop motion ,0,11,Marek Beneš ,0,1,0,1,0,1
32532,32532,Machinations,en,FALSE,1000,,,775919,tt8564098,,,0.922,/87sJjbecuTKevPCCPogrmjk72ld.jpg,6/15/2018,0,4,Released,,Machinations,FALSE,0,0,,,,,,0,,3,5,Bob Rose ,0,0,0,0,0,0
32537,32537,SCP: Site 22,en,FALSE,100,/2e4NAdgvYzRb8VQ3pcYblecg36p.jpg,https://www.youtube.com/channel/UCKER8Eq_LlpnAaEDv96G6YQ,682814,tt9018718,6.6,14,0.919,/ilTdzRmyCVEdJMBZSuNq8x8dnyG.jpg,9/18/2018,0,7,Released,Run or Fight. It Won't Matter.,SCP: Site 22,FALSE,0,0,Drama ,,,,,0,scp foundation ,3,6,Klay Abele ,0,1,0,0,0,0
32540,32540,Ende Neu,de,FALSE,64000,,,482294,tt7355676,5.9,42,0.919,/yfKqrCvK8wfFMH5sWZN53BG4qB9.jpg,7/1/2018,0,80,Released,,Ende Neu,FALSE,5.5,2,Adventure ,Pax Film GmbH ,,"de,",DE ,0,,6,3,Leonel Dietsche ,0,1,1,0,0,0
32545,32545,Megan,en,FALSE,50000,/ptKWt5XQnwUJ3yXOB7PG79LYWN3.jpg,,536628,tt8709288,7.9,1344,0.916,/4r7AL5JZLERjf7fUI7cCo4BjpFf.jpg,7/31/2018,0,8,Released,Something is coming,Megan,FALSE,7,2,Action ,Gradient Effects ,,"en,ja,",US ,0,fan film ,13,20,Greg Strasz ,0,1,1,1,0,1
32550,32550,The Big Frozen Gumshoe,en,FALSE,6000,/ts8Rj3PIILGgZJAI7jjrfh3aixb.jpg,http://www.thebigfrozengumshoe.com,400028,tt4847296,,,0.914,/ikKgKflKVHCOs5ndztuhM2zNYK.jpg,10/23/2018,0,78,Released,He's the Dick,The Big Frozen Gumshoe,FALSE,0,0,Comedy ,Very Serious Films ,,"en,",US ,0,detective ,7,15,Kat Brady ,0,1,0,1,0,0
32564,32564,Yawth,en,FALSE,3000,,,567383,tt8006756,5.8,24,0.906,/iNiuusQTHaLXfujdQa72hkY5E7H.jpg,9/20/2018,0,11,Released,,Yawth,FALSE,0,0,Drama ,,,"el,",GR ,0,romance ,7,22,Daniel Emeke Oriahi ,0,0,0,1,0,0
32575,32575,AeroPress Movie,en,FALSE,25000,,http://www.aeropressmovie.com,591140,tt9176638,7.3,29,0.902,/coW723ye8nKDL2uPnlUvus9kj56.jpg,10/18/2018,0,45,Released,,AeroPress Movie,FALSE,0,0,Documentary ,,,,,0,,0,0,Nolan Wilson Goff ,0,0,0,0,0,0
32631,32631,Ema,mk,FALSE,175,,,763921,tt9784816,6.8,8,0.884,/nWAW67SiHb21PomzZR6I3AlwcPK.jpg,7/1/2018,0,70,Released,,Ema,FALSE,0,0,,,,"mk,",,0,,13,7,Martin Chichovski ,0,0,0,0,0,0
32646,32646,Swimming to Ferguson,en,FALSE,30000,/50rhe4C77ATJl1SWmhFAtWx2UDN.jpg,http://www.canhemakeit.com,548298,tt8987116,,,0.869,/9BfYzRW5XqRtqFmNcemMB8rW4Mi.jpg,9/14/2018,0,90,Released,,Swimming to Ferguson,FALSE,0,0,Documentary ,Welcome Media Works ,,"en,",US ,0,police brutality ,2,1,Derek Elz ,0,0,0,1,0,0
32652,32652,The Lease,en,FALSE,300000,/6ZcNEKjAmHvrCS5F6TxcQLl5LyY.jpg,,546150,tt7721742,4.4,59,0.867,/r5o0SLsxrs1gR7HRMu0gnri76gp.jpg,8/22/2018,0,96,Released,Who are you?,The Lease,FALSE,0,0,Horror ,See Thru Pictures ,,"en,",PH ,0,family ,15,12,Paolo Bertola ,0,0,1,1,0,0
32712,32712,De film van Dylan Haegens,nl,FALSE,800000,/aOft24tnD6IclI6uTbfuTHNNhu9.jpg,,540632,tt8161554,4.3,461,0.861,/elkvu1QG9vyRBDx5MMRnn6G7lh.jpg,8/16/2018,0,81,Released,,De film van Dylan Haegens,FALSE,8.5,15,Family ,2CFilm ,,"nl,",NL ,0,,17,10,Dylan Haegens ,0,1,1,0,0,0
32731,32731,Skin Deep,en,FALSE,100,/8rG1Zsj12hsebk8NZyjtPZCbhsH.jpg,https://vimeo.com/283061000,542170,tt8715100,,,0.86,/sf3i3oLQ8DWf0481Ai1UfykOrhq.jpg,7/17/2018,0,3,Released,Love can tear you apart,Skin Deep,FALSE,0,0,Horror ,,,,,0,horror ,3,4,Ryan Couldrey ,0,1,0,1,0,0
32746,32746,నన్ను దోచుకుందువటే,te,FALSE,0,/zjFhQPmMaJxPT6XkixhnG8fGBoL.jpg,,549733,tt8650270,6.8,424,0.859,/qlT3a8UTRmICswFezsWLI9SyrxC.jpg,9/20/2018,50,145,Released,happy go lucky employee,Nannu Dochukunduvate,FALSE,7,6,Romance ,Sudheer Babu Productions ,,"te,",IN ,1,,5,5,R. S. Naidu ,0,0,0,0,0,0
32776,32776,Oil Capital Underground: The Genesis & Evolution of Punk Rock in Tulsa-Late 70's to Mid 90's,en,FALSE,100,,,616825,tt10332416,6.9,7,0.84,/yGH9eKJkpsJuzPgjQSksd0dH5WT.jpg,8/3/2018,0,126,Released,,Oil Capital Underground: The Genesis & Evolution of Punk Rock in Tulsa-Late 70's to Mid 90's,FALSE,0,0,Music ,,,"en,",,0,,0,5,Bryan Crain ,0,1,0,0,0,0
32778,32778,REDMARE,ko,FALSE,0,/jYfpBiJYnlOJdjxsGcW8sUgX7NM.jpg,http://redvelvet.smtown.com/,593982,,,,0.84,/hxF2gQ45DpIEzt4E4jlIhWul1qx.jpg,8/4/2018,9569411,124,Released,,REDMARE,FALSE,10,1,Music ,SM Entertainment ,,"ko,",KR ,0,concert ,5,0,Bryan Crain ,0,0,0,1,0,0
32780,32780,Rogue Beach,en,FALSE,3000,/7HtbeW8WiNaU2oUu1bSNNBsSKKk.jpg,https://vimeo.com/ondemand/roguebeach,565328,tt7962806,,,0.84,/2jz0shD1TF33VgoeLxIAJMSaHtl.jpg,10/31/2018,0,7,Released,,Rogue Beach,FALSE,0,0,Mystery ,Third-Self Productions ,,"en,",US ,0,surrealism ,6,17,Calvin Welch ,0,0,0,1,0,0
32803,32803,Bitch,en,FALSE,1800,/bfGZvVnr6KGFy5PaTvARNcz2Cw6.jpg,https://vimeo.com/278952992,533341,,,,0.84,/j4cjVjg4Pcaa7SpVDNkFJDy0mxr.jpg,6/3/2018,0,16,Released,"A Friday night in the suburbs filled with booze, sex, acid, and murder.",Bitch,FALSE,10,1,Horror ,,,"en,",US ,0,grunge ,9,10,Joseph A. Torres ,0,1,0,0,0,0
32826,32826,Run,en,FALSE,1175,/eQdGKYmANW8hOOsWKkv0g62PrVt.jpg,,535120,,,,0.834,/3sBpcrH7qvezaX7POLcNPJ7U2TY.jpg,8/1/2018,0,NA,Released,,Run,FALSE,0,1,Drama ,A.N. pictures ,,"en,",DE ,0,run ,2,17,Florian Loppnow ,0,1,1,1,0,0
32855,32855,RUN,en,FALSE,150,,https://www.youtube.com/watch?v=Gq-QNC-jheI&feature=youtu.be,542020,,,,0.816,/29VF5VpjsJwPflRlZ9Jy8WU7r93.jpg,8/12/2018,0,3,Released,Don't Stop,RUN,FALSE,0,0,Thriller ,,,"en,",US ,0,,2,7,Mikey Ehms ,0,1,0,0,0,0
32871,32871,İçerdekiler,tr,FALSE,150,/zRMHhr9OIdKIv1pd5nVhc8stVxt.jpg,,549625,tt8393686,6,123,0.793,/jbZSFgTR18cGBlu9JPrddcEOOEZ.jpg,9/27/2018,0,115,Released,,The Insiders,FALSE,5.7,3,Drama ,Asi Film ,,"tr,",TR ,0,,3,3,Hüseyin Karabey ,0,0,0,0,0,0
32872,32872,Rafaël,nl,FALSE,3200000,/zWipzyH9jQpziVuDfj2dw2EaCEI.jpg,,539167,tt4037876,6.7,215,0.792,/f0Nv47mHtUY04MDUy7pHvK7fNg9.jpg,10/11/2018,0,105,Released,,Rafaël,FALSE,7.7,3,Drama ,Rinkel Film ,,"ar,nl,en,it,",BE ,0,,18,16,Ben Sombogaart ,1,0,1,0,0,1
32877,32877,An American Hate Crime,en,FALSE,13000,,,592033,tt8294696,8.3,45,0.776,/qzTnoTvEoqsgz1gqMcVNzcxUs2G.jpg,10/7/2018,0,92,Released,Erase The Hate,An American Hate Crime,FALSE,6.5,2,Drama ,,,"en,",,0,hate crime ,6,2,Ian Liberatore ,0,0,0,0,0,0
32880,32880,"Позивний ""Бандерас""",uk,FALSE,1496184,/zPbmUJUTKGE9DTjlxy1jlFI0pKW.jpg,,526234,tt9177988,7,744,0.77,/2fxwoE1yS0qHhTPKXQkaOzy30d0.jpg,10/11/2018,0,113,Released,,"Call Sign ""Banderas""",FALSE,7.8,4,Drama ,,,"ru,uk,",UA ,0,war in donbass ,10,6,Zaza Buadze ,0,1,0,0,0,1
32889,32889,Abuela's Luck,en,FALSE,8000,,http://www.fourwindfilms.com/abuelas-luck/,543887,tt8869624,7.4,18,0.757,/cEvEdBwpuYne4DjdUB5t9gDxlLi.jpg,8/25/2018,10000,9,Released,A young man's relationship with his grandmother is altered forever after a chance visit to his local bodega.,Abuela's Luck,FALSE,7,1,Drama ,,,"en,es,",US ,0,robbery ,4,14,Ricky Rosario ,0,1,0,1,0,1
32900,32900,Haunted 2: Apparitions,en,FALSE,100000,,,575141,tt2281442,2.1,223,0.739,/eN7SNsmLe9yMIsxWY5i9p0dhJ3d.jpg,9/25/2018,0,87,Released,,Haunted 2: Apparitions,FALSE,0.5,1,Horror ,Gateway Entertainment ,,"en,",GB ,0,horror ,17,15,Claire Pijman ,0,0,1,1,0,0
32910,32910,Yo Soy Pepito,es,FALSE,2350000,/y6VOOotbCJVMuTskEips4k2snh8.jpg,http://www.yosoypepito.com/,542790,tt4998008,7.5,6,0.734,/x72byZ2sfGfy8Z21bKlleWRUgq6.jpg,6/1/2018,0,100,Released,,I Am Pepito,FALSE,1,1,Adventure ,Centro Internacional en Artes y Ciencias Cinematográficas ,,"es,",MX ,0,,15,21,Joaquin Rodriguez ,0,1,1,0,0,0
32925,32925,Вулкан,uk,FALSE,650000,/jCOsRZwzsw3VNPqsoTenhu8Rp3.jpg,,464561,tt7186036,6.8,501,0.729,/ysfpPeMac3M87wRHb0oxDnqMufk.jpg,7/1/2018,0,104,Released,,Volcano,FALSE,6.9,10,Comedy ,Tato Film ,,"en,uk,",DE ,0,president ,5,19,Roman Bondarchuk ,1,1,1,1,0,1
32946,32946,Waiting for Barcelona,en,FALSE,188000,/7FtCqSFmzF9WGtXkFLn245R9DUv.jpg,,550021,tt8126068,7.4,52,0.719,/38eGcUcZidpUVwCsOdsnLtWO8HB.jpg,9/28/2018,0,85,Released,"Story of streets, vampires & scrap metal",Waiting for Barcelona,FALSE,6.3,3,Documentary ,Danish Bear Productions Oy ,,"en,fi,wo,",FI ,0,homelessness ,0,3,Juho-Pekka Tanskanen ,0,0,0,1,0,1
32951,32951,Скажене весілля,uk,FALSE,400000,/zwiXC6ePaso9DzJn9mwDxcXlZ3b.jpg,https://film.ua/en/production/filmsandseries/projects/350,552441,tt8956464,6.2,543,0.717,/qCaja7g2vnBGvT7YSdNMeLwDpLB.jpg,10/4/2018,0,90,Released,,Crazy Wedding,FALSE,6.1,11,Comedy ,Prototype Production ,,"uk,",UA ,0,,12,10,Vlad Dykyi ,0,0,1,0,0,0
32955,32955,A monostor gyermekei,dz,FALSE,146000,,,508515,tt7497890,7.7,76,0.715,/8El8jGhoPDs9DmqoWRnYVTygRur.jpg,8/23/2018,0,75,Released,,The Next Guardian,FALSE,7.3,3,Documentary ,Éclipse Film ,,"dz,",BT ,0,,0,2,Dorottya Zurbo ,1,0,0,0,0,0
32959,32959,You People,en,FALSE,40500,,,548541,tt6400726,6.8,23,0.711,/eFFCSycnYCjJEnPL963sqfUDlu5.jpg,6/1/2018,0,94,Released,Identity is Relative,You People,FALSE,0,0,Comedy ,Maverick Entertainment ,,"en,",US ,0,,15,42,Laron M. Chapman ,0,1,0,0,0,0
32964,32964,കായംകുളം കൊച്ചുണ്ണി,ml,FALSE,6463350,/bq2CANm77oVvMMiH9StjKYQPuGq.jpg,,497294,tt7231546,7,1947,0.709,/o3xz5njHtFhrycxwET7Inyvf7TV.jpg,10/11/2018,0,122,Released,,Kayamkulam Kochunni,FALSE,6.6,10,Action ,Sree Gokulam Movies ,,"ml,en,",IN ,0,master thief ,16,35,Rosshan Andrrews ,0,1,0,1,0,1
32967,32967,Бобот та енергія Всесвіту,uk,FALSE,766284,/o3nEjqMrEdeCpBFdYZ9nPlswZYX.jpg,,494107,tt5796882,4.8,136,0.706,/vmsFxZJhK5kZUjBcWpfp5oUWk4h.jpg,8/30/2018,0,0,Released,,The Bobot,FALSE,10,1,Adventure ,mental dRive studio ,,"uk,",UA ,0,,6,19,Max Ksjonda ,0,1,0,0,0,0
33004,33004,Neon Boys,en,FALSE,40000,,,644459,tt7941004,6.3,16,0.695,/2SJuEOcK9t7P63u1HdDJDQ5R8Fl.jpg,6/26/2018,0,0,Released,,Neon Boys,FALSE,10,1,Drama ,Mattioli Productions ,,"en,",US ,0,drug abuse ,1,3,A.J. Mattioli ,0,1,0,1,0,0
33016,33016,Journey Home,en,FALSE,10000,,http://journeyhomedocumentary.com/,715127,tt8881852,,,0.69,,10/12/2018,0,0,Released,Stories Told Live Forever,Journey Home,FALSE,0,0,Documentary ,,,,,0,,1,0,Nathan Alan Bunker ,0,0,0,0,0,0
33022,33022,Blue Hitman,de,FALSE,400,,,583386,,,,0.688,/5SSydShoXemDhZOYtWvS5doLnk3.jpg,9/17/2018,0,NA,Released,,Blue Hitman,FALSE,0,0,Drama ,,,"de,",CH ,0,,9,10,Luca Münch ,0,1,0,0,0,0
33050,33050,Boi de Lágrimas,en,FALSE,50000,,http://www.lumefilmes.com/produtora,501692,,,,0.683,/hHUbkG5ygLpO6DYdTquPv6kCQ4k.jpg,6/11/2018,0,65,Released,A political film about horror and solitude.,Tears Ox,FALSE,10,1,,,,,,0,,3,2,Frederico Machado ,0,0,0,0,0,0
