"","X","original_title","original_language","adult","budget","backdrop_path","homepage","id","imdb_id","popularity","poster_path","release_date","revenue","runtime","status","tagline","title","video","vote_average","vote_count","genre","production_companies","belongs_to_collection","spoken_languages","production_countries","review_count","keywords","cast_size","crew_size","director"
"42996",42996,"Rocketman","en","False",40000000,"/oAr5bgf49vxga9etWoQpAeRMvhp.jpg","https://www.paramount.com/movies/Rocketman/",504608,"tt2066051",25.955,"/f4FF18ia7yTvHf2izNrHqBmgH8U.jpg","2019-05-22",167323950,121,"Released","Based on a True Fantasy","Rocketman","False",7.4,2846,"Drama,Music,","Paramount,New Republic Pictures,Marv Films,Rocket Pictures,","","en,","GB,US,",3,"london, england,drug abuse,1970s,pop star,musical,biography,alcoholism,based on a true story,singer,rock music,los angeles, california,pianist,gay sex,lgbt,rise to fame,1960s,",42,18,"Dexter Fletcher,"
"43001",43001,"The Upside","en","False",37500000,"/4lQQVRLc7OCEFH6OUaMztwiFPbQ.jpg","https://www.theupside.movie/",440472,"tt1987680",25.094,"/hPZ2caow1PCND6qnerfgn6RTXdm.jpg","2019-01-10",111353135,126,"Released","Based on a true story.","The Upside","False",7.1,702,"Comedy,Drama,","Escape Artists,Lantern Entertainment,The Weinstein Company,","","en,","US,",0,"based on a true story,remake,class differences,rich poor,caregiver,man in wheelchair,interracial friendship,social differences,rich man,quadriplegia,male nurse,handicapped,disabled person,",33,35,"Neil Burger,"
"43004",43004,"Pet Sematary","en","False",21000000,"/n2aX63BmW7zIKgKJ58e6rKlSsdi.jpg","http://petsematarymovie.com",157433,"tt0837563",24.753,"/7SPhr7Qj39vbnfF9O2qHRYaKHAL.jpg","2019-04-04",112399944,101,"Released","Sometimes dead is better","Pet Sematary","False",5.8,2226,"Thriller,Horror,","Di Bonaventura Pictures,Room 101,","","en,","US,",3,"based on novel or book,cat,husband wife relationship,remake,maine,tragedy,zombie,pet cemetery,indian burial ground,neighbor neighbor relationship,father daughter relationship,traumatized woman,american countryside,",28,47,"Dennis Widmyer,"
"43005",43005,"Brightburn","en","False",6000000,"/j3w3lT3ABvJsVE3byNOMCYmnGMB.jpg","https://www.brightburn.movie/",531309,"tt7752126",24.675,"/sJWwkYc9ajwnPRSkqj8Aue5JbKz.jpg","2019-05-09",32893421,91,"Released","Evil has found its superhero","Brightburn","False",6,1824,"Horror,Thriller,Science Fiction,","Troll Court Entertainment,Screen Gems,Sony Pictures,","","en,","US,",5,"husband wife relationship,child murder,country life,super power,super villain,human alien,kansas state,father son relationship,mother son relationship,american countryside,",18,100,"David Yarovesky,"
"43011",43011,"Little","en","False",20000000,"/tmM78qRhpg0i2Cky8Q8hXKASOXY.jpg","http://www.littlethemovie.com",526050,"tt8085790",22.632,"/4MDB6jJl3U7xK1Gw64zIqt9pQA4.jpg","2019-04-04",17399000,108,"Released","She woke up like this","Little","False",6.6,371,"Comedy,Fantasy,Romance,","Will Packer Productions,Universal Pictures,Legendary Pictures,Khalabo Ink Society,","","en,","US,",0,"body-swap,body switch,african american,",31,12,"Tina Gordon Chism,"
"43012",43012,"The Poison Rose","en","False",0,"/cXpkDrZWK8amdYXzf24LH67Vftn.jpg","",529983,"tt5862166",22.558,"/gSzyUmg719TgAxarFZYWjLLMqvS.jpg","2019-05-23",323754,98,"Released","","The Poison Rose","False",4.4,142,"Thriller,Crime,","March On Productions,JTP Films,Millennium Films,","","en,","US,",1,"texas,neo-noir,",23,89,"Francesco Cinquemani,"
"43016",43016,"What Men Want","en","False",20000000,"/pmVBOsh8TBvvtFKIo6QS5dE6tTs.jpg","http://whatmenwantmovie.com",487297,"tt7634968",21.642,"/30IiwvIRqPGjUV0bxJkZfnSiCL.jpg","2019-02-08",69766483,117,"Released","She can hear men's thoughts. Let the games begin.","What Men Want","False",6.1,879,"Comedy,Romance,","Will Packer Productions,","","en,","US,",1,"",50,39,"Adam Shankman,"
"43028",43028,"Escape Room","en","False",9000000,"/mWLljCmpqlcYQh7uh51BBMwCZwN.jpg","https://www.escaperoom.movie/",522681,"tt5886046",20.124,"/8Ls1tZ6qjGzfGHjBB7ihOnf7f0b.jpg","2019-01-03",155313078,100,"Released","Find The Clues Or Die","Escape Room","False",6.4,2647,"Thriller,Action,Mystery,Adventure,Horror,","Original Film,Columbia Pictures,Sony Pictures,","Escape Room - Collection","en,","US,",1,"chicago, illinois,teamwork,puzzle solving,escape room,traumatized person,",22,44,"Adam Robitel,"
"43031",43031,"Serenity","en","False",25000000,"/ridcUDnFumpMB5AAsIvFafTSx5i.jpg","",452832,"tt6476140",19.307,"/hgWAcic93phg4DOuQ8NrsgQWiqu.jpg","2019-01-24",14454622,102,"Released","On Plymouth Island, no one ever dies… unless you break the rules","Serenity","False",5.4,1053,"Thriller,Mystery,Drama,","Nebulastar,Shoebox Films,","","en,fr,","GB,",4,"fisherman,fishing village,co-worker relationship,alcohol abuse,older woman younger man relationship,fishing boat,neo-noir,isolated island,abusive stepfather,father son relationship,hunting obsession,",17,43,"Steven Knight,"
"43034",43034,"Feo pero Sabroso","es","False",0,"/rkrDcmsuXqrAhZTMrW9b9HhUQlQ.jpg","",627446,"tt10432682",18.991,"/zywEJpSeYGY9hb7IOmdsdvjP0oE.jpg","2019-05-30",120645,90,"Released","Feo pero Sabroso","Feo pero Sabroso","False",5.4,8,"Comedy,","Cine crea Colombia,Take One Productions,","","es,","CO,",0,"colombia,dark comedy,campy,",5,1,"Fernando Ayllón,"
"43037",43037,"Malibu Rescue","en","False",5000000,"/rz0rXiUtrPnksJOfGsEPrJMSgtv.jpg","https://www.netflix.com/title/80223928",576040,"tt9228950",18.614,"/nUP0w4h689u6qbbkjfXO8yI8Zu1.jpg","2019-05-13",0,69,"Released","","Malibu Rescue","False",6.4,143,"Action,Comedy,Family,","Pacific Bay Entertainment,Pacific Bay Entertainment Canada,Incessant Rain Studios,","Malibu Rescue Collection","en,","US,",1,"malibu,rescue,teen movie,life guard,",21,14,"Savage Steve Holland,"
"43038",43038,"劇場版「Fate/stay night [Heaven’s Feel]」Ⅱ.lost butterfly","ja","False",0,"/2zKusjJZd8b2Cdk2C5K9dGFNWiJ.jpg","https://www.fate-sn.com/2nd/",390634,"tt8091892",18.509,"/nInpnGCjhzVhsASIUAmgM1QIhYM.jpg","2019-01-12",19790000,117,"Released","","Fate/stay night: Heaven's Feel  II. Lost Butterfly","False",6.3,118,"Animation,Action,Fantasy,Drama,","ufotable,Aniplex,","Fate/stay night: Heaven's Feel Collection","ja,","JP,",0,"japan,fight,magic,supernatural,anime,based on visual novel,",21,105,"Tomonori Sudō,"
"43039",43039,"Ma","en","False",5000000,"/mBOv5YrX5QGr5CusK0PKSHuxOt9.jpg","https://www.mamovie.com",502416,"tt7958736",18.294,"/6n7ASmQ1wY2cxTubFFGlcvPpyk7.jpg","2019-05-29",51749995,99,"Released","Get Home Safe","Ma","False",5.8,1239,"Horror,","Blumhouse Productions,","","en,","US,",2,"casino,kidnapping,psychopath,party,revenge,murder,underage drinking,slasher,teenager,stabbing,veterinary,mental illness,loner,school loner,hanging out,munchausen syndrome by proxy,",38,38,"Tate Taylor,"
"43040",43040,"Dolor y gloria","es","False",10769016,"/yCwcSCzcVKdI5Y9tA2T1s5Fr7jY.jpg","https://www.sonyclassics.com/painandglory",519010,"tt8291806",18.289,"/cMlueArJXXwZbeLpb4NhC3pxmBk.jpg","2019-03-22",28747837,114,"Released","","Pain and Glory","False",7.5,1160,"Drama,","El Deseo,TVE,","","es,","ES,",1,"drug abuse,madrid, spain,movie business,creative crisis,filmmaker,sexual awakening,chronic pain,film director,mother son relationship,theatrical production,valencia, spain,cinema on cinema,gay artist,gay,",30,30,"Pedro Almodóvar,"
"43041",43041,"The Silence","en","False",0,"/iHJQIKSLHN2mUUWySpj2MO5HVtS.jpg","https://www.netflix.com/title/81021447",527261,"tt7315484",18.054,"/lTVOquzxw2DPF3MKuYd1ynz9F6H.jpg","2019-05-16",2325977,91,"Released","They're listening.","The Silence","False",6,897,"Drama,Thriller,Fantasy,Horror,","Constantin Film,EMJAG Productions,","","bs,en,es,","DE,",2,"based on novel or book,deaf,post-apocalyptic future,survival,creature,religious cult,sign languages,flying creatures,deadly creature,creature attack,trying to avoid making noise,",29,32,"John R. Leonetti,"
"43042",43042,"The Professor and the Madman","en","False",25000000,"/zhNfM1CSQqJtIqelwlK9iKtSd9P.jpg","",411728,"tt5932728",17.684,"/gtGCDLhfjW96qVarwctnuTpGOtD.jpg","2019-03-07",4957273,124,"Released","The incredible true story that defined our world.","The Professor and the Madman","False",7.2,611,"Drama,History,Mystery,Thriller,","Fastnet Films,22h22,Caviar Antwerp NV,Definition Films,Zik Zak Filmworks,","","en,","IE,US,FR,",1,"based on novel or book,professor,lunatic asylum,biography,mental patient,dictionary,19th century,",34,31,"Farhad Safinia,"
"43044",43044,"The Intruder","en","False",0,"/kyegg1r5oxRCZgqU7anHYD2TJap.jpg","",524247,"tt6722030",17.325,"/p9xKyetr0ihJ2K6HJMeXzc4IwEv.jpg","2019-05-03",25724305,102,"Released","Your House. His Home.","The Intruder","False",6.2,299,"Thriller,","Hidden Empire Film Group,Screen Gems,","","en,","US,",1,"california,country house,widow,thanksgiving,psychopath,stalker,deer,murder,christmas lights,voyeur,christmas,intruder,moving house,napa valley,",13,27,"Deon Taylor,"
"43045",43045,"Life Like","en","False",1500000,"/qIKjPZ4EvK8mQh4IUHwgLT2Imtc.jpg","",586707,"tt6547786",17.304,"/uOVGbT6TR8qiZiruX66yBRXq9Nv.jpg","2019-05-14",0,95,"Released","They're too human to be perfect. He's too perfect to be human.","Life Like","False",6,68,"Thriller,Science Fiction,","Lionsgate,Sprockefeller Pictures,Wildfire Pictures,","","en,","US,",1,"android,man-woman relation,relation,thriller,robot,threesome,lgbt,humanity,gay,",8,2,"Josh Janowicz,"
"43050",43050,"The Kid","en","False",8000000,"/qogeijTQKJB3XtopMolADVQcnBG.jpg","https://www.lionsgate.com/movies/the-kid",492565,"tt4975920",16.931,"/8zWFMU70cFbKZ45QWQnsfxV1RPz.jpg","2019-03-08",0,100,"Released","It only matters the story they tell when you're gone","The Kid","False",6,145,"Western,Drama,","Suretone Pictures,Mimran Schur Pictures,","","en,","US,",1,"sheriff,billy the kid,western,posse,outlaw gang,19th century,pat garrett,new mexico territory,brother sister relationship,",38,41,"Vincent D'Onofrio,"
"43052",43052,"Die sagenhaften Vier","de","False",9000000,"/orjo9md2L2jQjsJMv9QkPCzZbEx.jpg","https://www.signature-entertainment.co.uk/film/spy-cat/",509733,"tt5746054",16.879,"/lU2Cx5lbSNMxgeKQPDOhAUdw91y.jpg","2019-04-11",3882729,84,"Released","One gang of runaways. One secret mission. One pawsome adventure!","Spy Cat","False",6.9,45,"Animation,Adventure,Comedy,Family,","Scopas Medien,Philm CGI,Seven Pictures,Schubert International Filmproduktions,SCOPE Pictures,Lauenstein & Lauenstein,UFA Fiction,Grid Animation,","","de,en,","DE,BE,",0,"computer-generated imagery,cartoon cat,",3,32,"Wolfgang Lauenstein,"
"43053",43053,"The Sun Is Also a Star","en","False",0,"/pre228MR8iqF2Z2H277JO5se0ze.jpg","https://www.thesunisalsoastarmovie.com",508791,"tt6423362",16.637,"/pYfI62qgone3Ai0tzgxtQq7chDE.jpg","2019-05-16",1040000,100,"Released","Love is a universe all of its own","The Sun Is Also a Star","False",7,413,"Romance,Drama,","Alloy Entertainment,","","en,","US,",0,"new york city,deportation,love,based on young adult novel,",17,11,"Ry Russo-Young,"
"43054",43054,"4 latas","es","False",3410874,"/iNoQzWvIozJ1H3zA9ShV8FC6TmC.jpg","",584427,"tt8242160",16.631,"/hxtvnvWdeibiDc6mU5ftAUPGofe.jpg","2019-03-01",0,105,"Released","Nothing happens in the desert, but on board a 4L everything happens","4 latas","False",5.8,110,"Comedy,Drama,","Wanda Visión,Cruzando el desierto A.I.E.,Es.Docu,ICAA,TVE,","","fr,es,","FR,ES,",0,"male friendship,northern africa,sahara,road trip,intercultural relationship,",7,20,"Gerardo Olivares,"
"43056",43056,"Mirreyes vs Godínez","es","False",1500000,"/pow8TNWeyv1ygbadxZeo9O48dgt.jpg","",554753,"tt7294400",16.43,"/8CaR0A277kdxSGcDxQ8v46Lv2Kv.jpg","2019-01-25",0,109,"Released","Defend your cubicle","Yuppies versus Stooges","False",6.4,49,"Comedy,","","","es,","",0,"",12,2,"Chava Cartas,"
"43057",43057,"I Love My Mum","en","False",2000000,"/nWJLgKTboYFY3Bv7hH5Vwza4Nsq.jpg","",555637,"tt7056906",16.396,"/oVqPHDDpEn1yi8QfVIdpXgreVg0.jpg","2019-05-31",0,87,"Released","","I Love My Mum","False",6,5,"Comedy,","Camelot Films,Pop Cow Films,Amunet Productions,","","fr,","GB,",0,"london, england,mother,morocco,son,pajamas,journey,mother son relationship,",10,2,"Alberto Sciamma,"
"43061",43061,"We Die Young","en","False",4000000,"/mYU1NFj8U99yX4sXEGcvEGQ7RQG.jpg","",538207,"tt7903530",16.08,"/dB0Dl2nDRmvplaJLeHSfkppJXHs.jpg","2019-05-09",143837,93,"Released","Every Life Is Worth Saving.","We Die Young","False",5.5,57,"Drama,Action,Crime,Thriller,","Dream Team Films,Premiere Picture,Signature Pictures,Dog with a Bone Productions,Zone Vision,","","en,","BG,US,",0,"",23,34,"Lior Geller,"
"43066",43066,"Velvet Buzzsaw","en","False",21000000,"/sivgE9H0tzIAcQaWERqF9sn6TwN.jpg","http://www.netflix.com/velvetbuzzsaw",463684,"tt7043012",15.752,"/3rViQPcrWthMNecp5XnkKev6BzW.jpg","2019-02-01",0,113,"Released","All Art Is Dangerous","Velvet Buzzsaw","False",5.3,1369,"Thriller,Mystery,Horror,","Dease Pictures,Jennifer Fox Productions,","","en,","US,",1,"art collector,supernatural,satire,dark comedy,consumerism,art house,social satire,art thief,art dealer,art theft,commercialism,media criticism,",90,92,"Dan Gilroy,"
"43070",43070,"Baby Jane","fi","False",1500000,"/6J5u0V2hQf92nStlrZO2lEnVzo2.jpg","http://www.babyjane.fi/",514894,"tt9057942",15.529,"/a6P4ReiHwenkbCtJIrSegQ3Ao3i.jpg","2019-03-08",0,93,"Released","","Baby Jane","False",3.8,9,"Drama,Romance,","Oktober oy,","","fi,","FI,",0,"based on novel or book,lesbian relationship,mental illness,lbgt,",4,6,"Katja Gauriloff,"
"43071",43071,"The Mustang","en","False",0,"/fyeWMg5xHptugAXsdfMXlUbYBpO.jpg","http://www.focusfeatures.com/the-mustang",500860,"tt5952594",15.494,"/sXQzQcjNAYYosymYPVaXh1nYKaJ.jpg","2019-03-15",1144575,96,"Released","","The Mustang","False",7,231,"Drama,","Umedia,Légende Films,France 3 Cinéma,","","en,","BE,FR,",1,"prison,woman director,",13,17,"Laure de Clermont-Tonnerre,"
"43075",43075,"The Best of Enemies","en","False",10000000,"/pdqdzGxuIOrOftenZkRG2aaHZoV.jpg","http://thebestofenemies.movie",458131,"tt4807408",15.342,"/4pA9318BY7CSnXVi3xKBtPYMe1T.jpg","2019-04-05",0,133,"Released","Change is worth fighting for","The Best of Enemies","False",7.4,194,"Drama,History,","Material Pictures,Astute Films,","","en,","US,",0,"ku klux klan,based on novel or book,1970s,north carolina,based on a true story,racism,interracial friendship,segregation,",62,12,"Robin Bissell,"
"43078",43078,"Qu'est-ce qu'on a encore fait au bon Dieu ?","fr","False",0,"/co1ItuquxZjxLqbjjCLwK9ADkS.jpg","",505436,"tt6556670",14.786,"/uT9FhaKYzR8XQg0etoPiqQxaMj8.jpg","2019-01-30",74769845,99,"Released","","Serial (Bad) Weddings 2","False",5.9,864,"Comedy,","Les Films du 24,TF1 Films Production,Les Films du Premier,","Qu'est-ce qu'on a fait au Bon Dieu ? - Saga","fr,","FR,",0,"",47,33,"Philippe de Chauveron,"
"43082",43082,"The Man Who Killed Hitler and Then the Bigfoot","en","False",0,"/6Uh1OQOJEvjCs3XOLJoGAnKEUhr.jpg","https://epic-pictures.com/film/the-man-who-killed-hitler-and-then-the-bigfoot",530081,"tt7042862",14.64,"/2SjYLE1kOiw7A1NioP24ER0aXov.jpg","2019-02-08",3822,96,"Released","An American Myth","The Man Who Killed Hitler and Then the Bigfoot","False",5.5,239,"Drama,Adventure,Fantasy,","Makeshift Pictures,","","en,","US,",0,"canada,war veteran,world war ii,mythical creature,alternate history,bigfoot hunter,adolf hitler,aging hero,patient zero,",37,52,"Robert D. Krzykowski,"
"43083",43083,"10 giorni senza mamma","it","False",0,"/rS3sg8qz7BpiXeNWsJEBa8hwFqT.jpg","",575100,"tt8660788",14.583,"/blUDHF9aanBp4pOk8EWO89DUXPZ.jpg","2019-02-07",7478544,94,"Released","","10 Days without Mamma","False",6.6,280,"Comedy,","Colorado Film,Medusa Film,","10 giorni...","it,pt,","IT,",0,"",9,14,"Alessandro Genovesi,"
"43084",43084,"The Hole in the Ground","en","False",0,"/wTnFy6B5QCeRgjgCGBGlZaDESJ1.jpg","",484437,"tt6198946",14.574,"/7DMRJzH9AwpSN5D19cExAB9vDZW.jpg","2019-03-01",3373474,90,"Released","Fear the familiar.","The Hole in the Ground","False",5.6,393,"Horror,","Bankside Films,Wrong Men North,Head Gear Films,Metrol Technology,Savage Productions,Made,A24,","","en,","GB,FI,IE,",1,"paranoia,nightmare,son,forest,sinkhole,mistrust,rural,town,",12,36,"Lee Cronin,"
"43085",43085,"Trial by Fire","en","False",0,"/ceFrcBkOxBwwDvXuFtQ6aQblqJB.jpg","https://www.trialbyfirethefilm.com/home",481880,"tt3263946",14.528,"/Aeon31iP17ys9FesAK3bLycXI6v.jpg","2019-05-17",130000,127,"Released","Stand for what's right. Fight for what's true.","Trial by Fire","False",6.8,57,"Drama,Crime,","Flashlight Films,Bedford Falls Productions,The Domain Group,","","en,pt,","US,",0,"falsely accused,texas,biography,based on a true story,trial,arson,based on magazine, newspaper or article,death of a child,",33,58,"Edward Zwick,"
"43092",43092,"37セカンズ","ja","False",125000,"/wtUDCc0K5GJy44UeH7hI4A653DL.jpg","http://37secondsfilm.com",570735,"tt6156138",14.143,"/jwdz6NNsmpJ8y2mhA7n5oLTIA9z.jpg","2019-02-09",0,115,"Released","Disability is a state of mind","37 Seconds","False",7.5,37,"Drama,","Knockonwood,","","ja,","JP,",0,"",11,11,"Hikari,"
"43096",43096,"Poms","en","False",0,"/z2kr1RDQYj9RoZlD8YzFvn6BWoV.jpg","https://www.pomsmovie.com",574241,"tt5125894",13.772,"/m2ksKdmWIoUh3GJfu9oEBLorjAJ.jpg","2019-05-09",8600192,91,"Released","It’s never too late to chase a dream.","Poms","False",6.6,127,"Comedy,Drama,","STX Entertainment,Sierra/Affinity,Mad as Birds,Rose Pictures,Entertainment One,","","en,","US,GB,",0,"cancer victim,spirited seniors,",20,32,"Zara Hayes,"
"43098",43098,"Балканский рубеж","ru","False",3500000,"/ihZtk1FxpfqkdMoxYYjLVj2FXtV.jpg","",517093,"tt5951188",13.667,"/2DhIJ1WuXHNFBxlB1jWfMytU22v.jpg","2019-03-21",4944386,130,"Released","No choice","Balkan Line","False",7.7,144,"Drama,Action,War,","Archangel Studios,Upgrade Vision,Bless Film,","","ru,","RU,RS,",0,"",44,15,"Andrey Volgin,"
"43099",43099,"Late Night","en","False",4000000,"/smsd8whMlYuIDvfGc63AZ5eTJHo.jpg","",523172,"tt6107548",13.653,"/xxwb5KBqS0SHsUcyLgWMk3vuVxY.jpg","2019-01-25",22384741,102,"Released","They're giving comedy a rewrite.","Late Night","False",6.6,468,"Comedy,Drama,","FilmNation Entertainment,30WEST,Imperative Entertainment,Scott Rudin Productions,","","en,","US,",1,"talk show,woman director,late-night show,深夜秀,",29,20,"Nisha Ganatra,"
"43100",43100,"Domino","en","False",7800000,"/1NGFwLyUo6YYLYD6jUaiWXgxh6n.jpg","",455957,"tt3282076",13.526,"/4ExrDZRhhmZkveXMjUzywc6266q.jpg","2019-05-31",0,89,"Released","","Domino","False",4.7,163,"Thriller,","N279 Entertainment,Backup Media,Schønne Film,Zilvermeer Productions,Recalcati Multimedia,saban,Action Brand,Beluga Tree,Proximus,Global Road Entertainment,Ciné+,Canal+,","","ar,fr,en,","BE,DK,FR,IT,NL,",1,"denmark,cia,bullfight,copenhagen, denmark,terrorist,belgium,investigation,scandinavia,police,murder,drone,terrorism,",17,65,"Brian De Palma,"
"43101",43101,"映画ドラえもん のび太の月面探査記","ja","False",65000000,"/oEqxT6hA2w8WpYRLmD1pJOS9rww.jpg","http://www.doraeiga.com/2019/",575222,"tt9735672",13.482,"/dGfyZHsyDa4Ukg3bbABjgy0vckQ.jpg","2019-03-01",0,111,"Released","","Doraemon: Nobita's Chronicle of the Moon Exploration","False",7.4,15,"Animation,Adventure,","Fujiko Productions,","Doraemon Collection","ko,ja,","JP,",0,"nudity,hot air balloon,robot,hovercar,",22,4,"Shinnosuke Yakuwa,"
"43107",43107,"Dronningen","da","False",19000000,"/fCGv4R7xrM0JkpTTTcAMpNgFHSm.jpg","",519465,"tt8378126",13.276,"/tPsiKrkyW6HB60YPkHCPPCygRIR.jpg","2019-03-27",0,127,"Released","","Queen of Hearts","False",7,85,"Drama,","Nordisk Film,Nordisk Film,","","da,sv,","DK,SE,",1,"woman director,",20,7,"May el-Toukhy,"
"43108",43108,"The Head Hunter","en","False",30000,"/hgfWu52a8HvC5R4gGbXFRGcC8d4.jpg","https://www.theheadhuntermovie.com/",553141,"tt6469548",13.274,"/ol0DSLOIN8Rq1BcWDTsk6NNwas6.jpg","2019-04-05",44652,72,"Released","Grief. Anger. Vengeance.","The Head Hunter","False",5,143,"Horror,Fantasy,","Brayne Studios,Detention Films,","","en,","US,",1,"monster,grave,castle,woods,revenge,grief,snow,severed head,potion,hunt,medieval,alchemy,dark fantasy,warrior,",3,34,"Jordan Downey,"
"43109",43109,"The Prodigy","en","False",6000000,"/oxTgovZ3TQ8LLxifUm16ROMULP5.jpg","https://orionpictures.com/projects/the-prodigy",532671,"tt4504044",13.245,"/yyejodyk3lWncVjVhhrEkPctY9o.jpg","2019-02-06",21150265,92,"Released","What's wrong with Miles?","The Prodigy","False",6.2,664,"Horror,Thriller,","Vinson Films,XYZ Films,Orion Pictures,Metro-Goldwyn-Mayer,","","en,","CA,US,",1,"pennsylvania, usa,halloween,reincarnation,supernatural,based on a true story,basement,serial killer,doctor,car accident,parent,metronome,soul transference,creepy kid,maggots,skeleton costume,regression therapy,",28,27,"Nicholas McCarthy,"
"43112",43112,"Iron Sky: The Coming Race","en","False",21000000,"/kEY6RjklHdwJfg5Wxnu20aAc618.jpg","http://ironsky.net/the-coming-race/",302349,"tt3038708",13.174,"/l5t2Nf1F7iQUKTrODg93xmQzZLj.jpg","2019-01-25",400900,93,"Released","Let's make Earth great again","Iron Sky: The Coming Race","False",5,178,"Action,Comedy,Fantasy,Science Fiction,Adventure,","Potemkino,Iron sky universe,27 Films Production,","Iron Sky Collection","en,","FI,DE,",0,"moon,nazi,post-apocalyptic future,sequel,alien,dinosaur,death of mother,adam and eve,adolf hitler,",36,67,"Timo Vuorensola,"
"43113",43113,"El Complot Mongol","es","False",1100000,"/w3FgEr4Lq1KrHiSsrlH9GDe3q2.jpg","",554577,"tt4707274",13.173,"/d3C9oEpe4aIgqqSypYaif8rIiFz.jpg","2019-04-18",0,100,"Released","Can the Mexican police avoid the assassination of the President of the US?","The Mongolian Conspiracy","False",5.9,20,"Crime,Thriller,","Cine Qua Non Films,","","es,","MX,",0,"assassination,cold war,conspiracy,intrigue,",17,3,"Sebastián del Amo,"
"43115",43115,"The Haunting of La Llorona","en","False",500000,"","",610394,"tt10195614",13.018,"/ogpb8E4tNc9TJ6YxuCnueOeoICW.jpg","2019-05-17",0,71,"Released","","The Haunting of La Llorona","False",6.3,3,"Horror,","Sterling Entertainment,Cineridge Entertainment,","","en,","US,",0,"haunted house,legend,priest,evil spirit,apparition,b movie,ghost,",12,16,"Dennis Devine,"
"43117",43117,"Ma cosa ci dice il cervello","it","False",8000000,"/gZbPevGesqHLzpzUBnEq5uLO7gT.jpg","",592336,"tt9260446",12.955,"/6W41l7LZp4UiuFYih2xhzk8oUHu.jpg","2019-04-18",5000000,102,"Released","","Don't Stop Me Now","False",6.4,255,"Comedy,","Wildside,Vision Distribution,","","it,","IT,",0,"",17,12,"Riccardo Milani,"
"43127",43127,"A Madea Family Funeral","en","False",0,"/OmE63a2BroICnJXsPInPgbjKE8.jpg","https://www.madea.movie",464504,"tt7054636",12.482,"/sFvOTUlZrIxCLdmz1fC16wK0lme.jpg","2019-03-01",46115383,104,"Released","She puts the fun in funeral.","A Madea Family Funeral","False",5.8,409,"Comedy,","Lionsgate,Tyler Perry Studios,","Madea Collection","en,","US,",0,"secret,funeral,family secrets,family,",55,14,"Tyler Perry,"
"43131",43131,"Yao","fr","False",0,"/yChXbkfXSFPx5mR416s6GYGGM5a.jpg","",515818,"tt8058904",12.312,"/tJDCu7m3dFyOVxBbs2pAiFlVx8o.jpg","2019-01-23",4017253,103,"Released","","Yao","False",6.5,177,"Comedy,Drama,","Pan-Européenne,Korokoro,France 2 Cinéma,","","fr,","SN,FR,",0,"africa,literature,road movie,",15,2,"Philippe Godeau,"
"43139",43139,"극한직업","ko","False",8120000,"/hn7oqr6RVqr3u6dcGoPRPi4jj1m.jpg","",567646,"tt9541602",12.062,"/x74VQTLwFs2MLHSg2LNufhX8lVg.jpg","2019-01-23",124652206,111,"Released","","Extreme Job","False",7,82,"Action,Comedy,Crime,","CJ Entertainment,about Film,FILM COMPANY HAEGEURIM,","","ko,zh,","KR,",0,"ambush,detective,drug crime,chicken,seoul, south korea,police,undercover cop,police officer,fried chicken,",19,22,"Lee Byeong-heon,"
"43142",43142,"Fast Color","en","False",0,"/4ZIoJBeYRTrqxjJh9NP1Fi2AlWr.jpg","",450487,"tt6418778",12.005,"/1zZaZGMo23NsOGoGF5HRCPWwWN7.jpg","2019-03-29",76916,102,"Released","Set your power free","Fast Color","False",6.1,96,"Thriller,Drama,Science Fiction,","LD Entertainment,","","en,it,","US,",0,"woman director,",9,19,"Julia Hart,"
"43146",43146,"The Death & Life of John F. Donovan","en","False",35000000,"/rPNtJh8DD4RezO6IT3c2lYbfs9E.jpg","",291984,"tt4042818",11.889,"/2bhI7Ivk7VmvUaJaDTxJUgOXp1E.jpg","2019-03-13",0,127,"Released","","The Death & Life of John F. Donovan","False",7.1,516,"Drama,","Sons of Manual,Lyla Films,Warp Films,","","en,","CA,",2,"movie business,celebrity,hollywood,actor,gay,",37,31,"Xavier Dolan,"
"43147",43147,"Jusqu'ici tout va bien","fr","False",9598644,"/5w6edKJwuhMc9NAcHOsNsKvjlNC.jpg","",547388,"tt7882250",11.888,"/27QHJCNRRjyZGmvvCEDRlVx3435.jpg","2019-02-27",0,90,"Released","","New Biz in the Hood","False",6.1,187,"Comedy,Drama,","Quad Films,Kiss Films,Ten Films,TF1 Studio,TF1 Films Production,14ème Art Production,Panache Productions,La Compagnie Cinématographique,","","fr,","FR,",0,"",18,19,"Mohamed Hamidi,"
"43152",43152,"La Lutte des classes","fr","False",0,"/bnXeo0xYRYYVbwA7pHuEu8TiaF6.jpg","",570132,"tt8171974",11.775,"/mHIeGGpbSbtW2pVuap4vdewyhvQ.jpg","2019-04-03",3458157,103,"Released","","Battle of the Classes","False",5.8,215,"Comedy,Drama,Family,","Karé Productions,France 2 Cinéma,UGC,Orange Studio,UGC Distribution,Chaocorp,Scope Pictures,La Région Île-de-France,Palatine Etoile 15,Cofimage 29,A Plus Image 8,Canal+,Ciné+,France Télévisions,Fonds Images de la Diversité,Commissariat Général à l'Égalité des T (CGET),CNC,","","fr,","FR,",0,"school,social class,",12,11,"Michel Leclerc,"
